indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,region,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
2025-09,10046,30-70949742-8,OPERADORA SAN JUAN S.A.,AVENIDA COLÓN 5525,MAR DEL PLATA,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,1836.0,2025-09-24 06:00:00,4,SHELL C.A.P.S.A.,-37.98836,-57.579649,"{""type"":""Point"",""coordinates"":[-57.579649,-37.98836]}"
2025-09,4161,30-68067427-9,A Y F SRL,RUTA 12 KM 600,LA PAZ,ENTRE RIOS,CENTRO,21,Gas Oil Grado 3,3,Nocturno,1868.0,2025-09-24 17:58:00,4,SHELL C.A.P.S.A.,-30.749805,-59.580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}"
2025-07,2232,33-68595153-9,SAN JOSE SRL,ILLIA 1719,RAMOS MEJIA,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,409.0,2025-07-22 12:54:00,4,SHELL C.A.P.S.A.,-34.67004,-58.558029,"{""type"":""Point"",""coordinates"":[-58.558029,-34.67004]}"
2025-06,988,30-67877449-5,OPESSA,AV.LA CORDILLERA Y SPILIMBERGO,CORDOBA,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1278.0,2025-06-01 00:00:00,2,YPF,-31.36394,-64.22602,"{""type"":""Point"",""coordinates"":[-64.22602,-31.36394]}"
2025-06,3757,30-69050042-2,BAHLER JAVIER A Y RUBEN D,Supremo Entrerriano 505,LUCAS GONZALEZ,ENTRE RIOS,CENTRO,19,Gas Oil Grado 2,2,Diurno,1300.0,2025-06-01 00:00:00,2,YPF,-32.39228,-59.53501,"{""type"":""Point"",""coordinates"":[-59.53501,-32.39228]}"
2025-06,7063,33-70940148-9,CALITRI FILOMENA LUCIA Y NIETO HORACIO ALFREDO,AVDA ESCALADA 2951,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1375.0,2025-06-01 00:00:00,2,YPF,-34.66513,-58.46978,"{""type"":""Point"",""coordinates"":[-58.46978,-34.66513]}"
2025-06,8417,33-71446516-9,TERANO SA,BRASIL Y BOLIVIA,EL TRIUNFO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1420.0,2025-06-01 00:00:00,2,YPF,-35.08649,-61.51842,"{""type"":""Point"",""coordinates"":[-61.51842,-35.08649]}"
2025-07,10108,33-71215728-9,COMBUSTIBLES VICTORIA SRL,25 de mayo 375,VICTORIA,ENTRE RIOS,,19,Gas Oil Grado 2,3,Nocturno,1429.0,2025-07-08 11:20:00,4,SHELL C.A.P.S.A.,-32.615036,-60.160781,"{""type"":""Point"",""coordinates"":[-60.160781,-32.615036]}"
2025-07,375,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,AUTOP.BUEN AYRE Y PANAMERICANA,JOSE LEON SUAREZ,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1276.0,2025-07-20 00:00:00,2,YPF,-34.50563,-58.59015,"{""type"":""Point"",""coordinates"":[-58.59015,-34.50563]}"
2025-06,6061,30-54476585-6,PLUS SERVI SRL,AV. RIVADAVIA 16389,HAEDO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1215.0,2025-06-01 00:00:00,2,YPF,-34.64601,-58.59449,"{""type"":""Point"",""coordinates"":[-58.59449,-34.64601]}"
2025-06,961,30-65899784-6,TEXAPETROL SA,AV.EVA PERON 3508,MORON,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1195.0,2025-06-01 00:00:00,2,YPF,-34.68861,-58.63646,"{""type"":""Point"",""coordinates"":[-58.63646,-34.68861]}"
2025-06,11079,30-71642202-6,KM 1107 S.A,RUTA NAC.7 Y LAS HERAS 0,USPALLATA,MENDOZA,,21,Gas Oil Grado 3,3,Nocturno,1375.0,2025-06-01 00:00:00,2,YPF,-32.59127,-69.34853,"{""type"":""Point"",""coordinates"":[-69.34853,-32.59127]}"
2025-10,633,30-50787836-5,COOP DEFENSA DE AGRICULTORES LTDA,AVDA. JUAN XXIII Nº 331,CHACABUCO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1570.0,2025-10-01 15:05:00,28,PUMA,-34.64117,-60.48277,"{""type"":""Point"",""coordinates"":[-60.48277,-34.64117]}"
2025-06,2885,30-51726416-0,TRIANGLE S.C.A,AV. ROCA 2227,HURLINGHAM,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1221.0,2025-06-01 00:00:00,2,YPF,-34.57828,-58.64179,"{""type"":""Point"",""coordinates"":[-58.64179,-34.57828]}"
2025-11,7806,30-71214182-0,COMBUSTIBLES DEL LITORAL S.A.,ruta nacional 14 km. 681,SANTO TOME,CORRIENTES,NEA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1840.0,2025-11-05 10:31:00,26,AXION,-28.5808,-56.085654,"{""type"":""Point"",""coordinates"":[-56.085654,-28.5808]}"
2025-07,2258,30-67369531-7,EGESUR S.A.,MARCELINO ALVAREZ 85,RIO GALLEGOS,SANTA CRUZ,PATAGONIA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1046.0,2025-07-01 19:41:00,26,AXION,-51.62845,-69.20103,"{""type"":""Point"",""coordinates"":[-69.20103,-51.62845]}"
2025-12,6961,30-63707371-7,VAGNONI HNOS SA,ALSINA Y LAS HERAS,DAIREAUX,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1898.0,2025-12-01 00:00:00,28,PUMA,-36.60136,-61.74426,"{""type"":""Point"",""coordinates"":[-61.74426,-36.60136]}"
2025-07,761,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,COLON Y SAN MARTÍN,CARHUE,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1493.0,2025-07-20 00:00:00,2,YPF,-37.17826,-62.75768,"{""type"":""Point"",""coordinates"":[-62.75768,-37.17826]}"
2025-09,10885,30-71753044-2,COMBUSTIBLES RIOJANOS SAS,AVENIDA ORTIZ DE OCAMPO Y MARTIRES DE LA DICTADURA,LA RIOJA,LA RIOJA,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1507.0,2025-09-16 14:00:00,8,REFINOR,-29.439401,-66.859476,"{""type"":""Point"",""coordinates"":[-66.859476,-29.439401]}"
2025-09,4640,30-62799032-0,PORTEZUELO S.R.L.,BUENOS AIRES 4998,ROSARIO,SANTA FE,CENTRO,19,Gas Oil Grado 2,3,Nocturno,1550.0,2025-09-01 14:00:00,1,BLANCA,-32.99562,-60.64498,"{""type"":""Point"",""coordinates"":[-60.64498,-32.99562]}"
2025-09,3510,30-68195599-9,JOSE DI TONDO E HIJOS S.H.,MORENO 1183,SAN JORGE,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1599.0,2025-09-12 08:31:00,4,SHELL C.A.P.S.A.,-31.89589,-61.86225,"{""type"":""Point"",""coordinates"":[-61.86225,-31.89589]}"
2025-06,2630,33-53085760-9,A. SILVETTI Y CIA,TOMAS ORELL 30,ALLEN,RIO NEGRO,PATAGONIA,19,Gas Oil Grado 2,3,Nocturno,1256.0,2025-06-01 00:00:00,2,YPF,-38.97749,-67.82925,"{""type"":""Point"",""coordinates"":[-67.82925,-38.97749]}"
2025-11,11000,30-70980639-0,URBAN TRANSPORT DEVELOPMENTS S.R.L.,Av.CONSTITUYENTES  1,PILAR,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,1973.0,2025-11-13 12:57:00,29,GULF,-34.4599670259593,-58.7440184006266,"{""type"":""Point"",""coordinates"":[-58.7440184006266,-34.4599670259593]}"
2025-07,3010,30-66507435-4,BARBERO HERMANOS S.A.,AVENIDA GARAY 2601,RANCHOS,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1411.0,2025-07-01 00:00:00,2,YPF,-35.5153,-58.32177,"{""type"":""Point"",""coordinates"":[-58.32177,-35.5153]}"
2025-10,11027,30-71656538-2,AMARILLO BERMELLON S.A.,ACCESO ESTE LATERAL SUR 4300,VILLA NUEVA,MENDOZA,,21,Gas Oil Grado 3,3,Nocturno,1773.0,2025-10-12 11:05:00,4,SHELL C.A.P.S.A.,-32.89659,-68.80982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}"
2025-06,7121,30-71038841-1,NUEVA ESTACIÓN DE SERVICIO BOLÍVAR SRL,BOLÍVAR  Nº 101 ESQUINA ESPAÑA,SALTA,SALTA,NOA,21,Gas Oil Grado 3,2,Diurno,1451.0,2025-06-01 00:00:00,2,YPF,-24.78768,-65.42036,"{""type"":""Point"",""coordinates"":[-65.42036,-24.78768]}"
2025-07,637,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,SARMIENTO Y BELGRANO,ROSARIO DE LA FRONTERA,SALTA,NOA,19,Gas Oil Grado 2,2,Diurno,1434.0,2025-07-20 00:00:00,2,YPF,-25.79937,-64.96985,"{""type"":""Point"",""coordinates"":[-64.96985,-25.79937]}"
2025-06,10342,30-71624433-0,VULPIANI SA,Av. Cruz de Piedra 251 esq. Ruta Provincial 20,JUANA KOSLAY,SAN LUIS,,21,Gas Oil Grado 3,2,Diurno,1414.0,2025-06-01 00:00:00,2,YPF,-33.263493,-66.229331,"{""type"":""Point"",""coordinates"":[-66.229331,-33.263493]}"
2025-07,620,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RUTA NAC. N° 9 Y 9 DE JULIO,LA QUIACA,JUJUY,NOA,21,Gas Oil Grado 3,3,Nocturno,1582.0,2025-07-20 00:00:00,2,YPF,-22.10296,-65.59984,"{""type"":""Point"",""coordinates"":[-65.59984,-22.10296]}"
2025-06,3986,30-55525316-4,SERVI-RUTA S.R.L.,AV. RIVADAVIA 21190,CASTELAR,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1215.0,2025-06-01 00:00:00,2,YPF,-34.65763,-58.65883,"{""type"":""Point"",""coordinates"":[-58.65883,-34.65763]}"
2025-07,551,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RUTA NACIONAL 14 KM. 1435,BERNARDO DE IRYGOYEN,MISIONES,NEA,19,Gas Oil Grado 2,3,Nocturno,1373.0,2025-07-20 00:00:00,2,YPF,-26.26158,-53.64826,"{""type"":""Point"",""coordinates"":[-53.64826,-26.26158]}"
2025-06,5266,30-66498546-9,LEVEAL S.A.,"RUTA 7 KM 139,500",CARMEN DE ARECO,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1599.0,2025-06-02 10:06:00,4,SHELL C.A.P.S.A.,-34.40444,-59.828807,"{""type"":""Point"",""coordinates"":[-59.828807,-34.40444]}"
2025-03,3104,30-64711854-9,GNC LOS AMIGOS S.A.,AV.DE LOS CONSTITUYENTES 4480,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,6,GNC,2,Diurno,530.0,2025-03-04 19:18:00,1,BLANCA,-34.582446,-58.491817,"{""type"":""Point"",""coordinates"":[-58.491817,-34.582446]}"
2025-06,2026,30-57449281-1,BALLCAR AUTOMOTORES SA,Pueyrredon 301,VILLA  BALLESTER,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1435.0,2025-06-01 00:00:00,2,YPF,-34.5499,-58.55158,"{""type"":""Point"",""coordinates"":[-58.55158,-34.5499]}"
2025-06,3635,30-70836991-4,ESTACIÓN 20 DE JULIO SA,PRESIDENTE PERÓN 1199,SAN NICOLAS,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1420.0,2025-06-01 00:00:00,2,YPF,-33.35069,-60.23736,"{""type"":""Point"",""coordinates"":[-60.23736,-33.35069]}"
2025-12,5172,20-04448478-2,LUJÃ¡N HÃ©CTOR MARIO,H.YRIGOYEN 1910,MERLO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1999.0,2025-12-05 00:00:00,4,SHELL C.A.P.S.A.,-34.647998,-58.719906,"{""type"":""Point"",""coordinates"":[-58.719906,-34.647998]}"
2025-06,413,30-67353761-4,EL ALAMO S.R.L.,RUTA NAC. 3  KM. 2235,PUERTO SAN JULIAN,SANTA CRUZ,PATAGONIA,19,Gas Oil Grado 2,3,Nocturno,1264.0,2025-06-01 00:00:00,2,YPF,-49.29628,-67.78323,"{""type"":""Point"",""coordinates"":[-67.78323,-49.29628]}"
2025-09,1385,33-58491434-9,ESTACION DE SERVICIO GRAL. SAN MARTIN SRL,BURGOS Y DR.MORENO,LAS HERAS,MENDOZA,CUYO,21,Gas Oil Grado 3,3,Nocturno,1580.0,2025-09-09 17:09:00,2,YPF,-32.84699,-68.84009,"{""type"":""Point"",""coordinates"":[-68.84009,-32.84699]}"
2025-07,783,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,SANTA FE N° 99,SAN FRANCISCO,CORDOBA,CENTRO,19,Gas Oil Grado 2,2,Diurno,1359.0,2025-07-20 00:00:00,2,YPF,-31.42041,-62.06421,"{""type"":""Point"",""coordinates"":[-62.06421,-31.42041]}"
2025-06,2934,30-55882260-7,CLERICI S.R.L.,AV. EVA PÉRON 314 Y BROWN,FLORENCIO VARELA,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1224.0,2025-06-01 00:00:00,2,YPF,-34.81419,-58.27783,"{""type"":""Point"",""coordinates"":[-58.27783,-34.81419]}"
2025-06,787,30-70708298-0,EL SURTIDOR S.A.,AV. 25 DE MAYO 1425,FORMOSA,FORMOSA,NEA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1420.0,2025-06-21 00:00:00,4,SHELL C.A.P.S.A.,-26.186982,-58.180517,"{""type"":""Point"",""coordinates"":[-58.180517,-26.186982]}"
2025-11,8768,33-71107061-9,SONKOY S.R.L.,LUGONES Nº 1598 ESQ. JAPON,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,6,GNC,3,Nocturno,850.0,2025-11-28 18:27:00,1,BLANCA,-27.816875,-64.272758,"{""type"":""Point"",""coordinates"":[-64.272758,-27.816875]}"
2025-11,229,33-65844555-9,SUCESORES DE LUIS S.A. TRAVERSO S. H.,avellaneda y ruta 12 0,NOGOYA,ENTRE RIOS,CENTRO,19,Gas Oil Grado 2,2,Diurno,1640.0,2025-11-01 10:01:00,4,SHELL C.A.P.S.A.,-32.385948,-59.787786,"{""type"":""Point"",""coordinates"":[-59.787786,-32.385948]}"
2025-06,7010,30-68734189-5,PETROLERA ITALMAC SRL,AV ILLIA 211,SAN SALVADOR DE JUJUY,JUJUY,NOA,21,Gas Oil Grado 3,3,Nocturno,1583.0,2025-06-22 08:00:00,26,AXION,-24.170046,-65.312551,"{""type"":""Point"",""coordinates"":[-65.312551,-24.170046]}"
2025-11,8222,30-70832013-3,TESTA COMBUSTIBLES SRL,RUTA PROVINCIAL191 Y RUTA PROVINCIAL 31,SALTO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1772.0,2025-11-26 09:25:00,4,SHELL C.A.P.S.A.,-34.32265,-60.23462,"{""type"":""Point"",""coordinates"":[-60.23462,-34.32265]}"
2025-05,1054,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RN 237 KM 1563,VILLA TRAFUL,NEUQUEN,PATAGONIA,21,Gas Oil Grado 3,3,Nocturno,1455.0,2025-05-14 00:00:00,2,YPF,-40.72407,-71.0933,"{""type"":""Point"",""coordinates"":[-71.0933,-40.72407]}"
2025-06,3386,27-10842521-6,MARIA ANTONIA ALABERT DE INSFRAN,RUTA NAC.81 Y RUTA PROV. 23,PALO SANTO,FORMOSA,NEA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1498.0,2025-06-01 00:00:00,2,YPF,-25.55839,-59.32833,"{""type"":""Point"",""coordinates"":[-59.32833,-25.55839]}"
2025-06,8809,30-71538539-9,GUIDO COMBUSTIBLES SA,RUTA 2 KM 249,CASTELLI,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1420.0,2025-06-01 00:00:00,2,YPF,-36.64956,-57.78864,"{""type"":""Point"",""coordinates"":[-57.78864,-36.64956]}"
2025-07,7503,30-71025681-7,RED PETRO SA,Emilio Pettoruti 2781,CORDOBA,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,2,Diurno,1599.0,2025-07-02 13:27:00,4,SHELL C.A.P.S.A.,-31.37176,-64.222054,"{""type"":""Point"",""coordinates"":[-64.222054,-31.37176]}"
2025-06,822,33-51966025-9,JOSE ORSI Y CIA. S.R.L.,AV. ARIJON 305,ROSARIO,SANTA FE,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1481.0,2025-06-01 00:00:00,2,YPF,-33.00285,-60.63627,"{""type"":""Point"",""coordinates"":[-60.63627,-33.00285]}"
2025-09,4679,30-63065624-5,D TUENO SERVICE S.A.,PTE PERON 87,MORON,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1350.0,2025-09-16 16:47:00,29,GULF,-34.638061,-58.566238,"{""type"":""Point"",""coordinates"":[-58.566238,-34.638061]}"
2025-04,10120,30-71701815-6,PERFORMANCE FUELS SRL,AV BEIRO 4610,CAPITAL FEDERAL,CAPITAL FEDERAL,,19,Gas Oil Grado 2,2,Diurno,1299.0,2025-04-01 00:00:00,4,SHELL C.A.P.S.A.,-34.60842,-58.515555,"{""type"":""Point"",""coordinates"":[-58.515555,-34.60842]}"
2025-08,1050,30-69033964-8,FEDAL S.R.L,famatina 3070,ITUZAINGO,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,569.99,2025-08-13 16:16:00,2,YPF,-34.64288,-58.71663,"{""type"":""Point"",""coordinates"":[-58.71663,-34.64288]}"
2025-08,1654,30-64572293-7,PRO EXCEL S.A.,ANGEL T. DE ALVEAR 2323,DON TORCUATO,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1398.0,2025-08-26 16:38:00,28,PUMA,-34.489767,-58.622959,"{""type"":""Point"",""coordinates"":[-58.622959,-34.489767]}"
2025-06,6412,30-67877449-5,OPESSA ROSARIO URQUIZA,MITRE 502,ROSARIO,SANTA FE,CENTRO,3,Nafta (premium) de más de 95 Ron,2,Diurno,1481.0,2025-06-01 00:00:00,2,YPF,-32.94298,-60.63895,"{""type"":""Point"",""coordinates"":[-60.63895,-32.94298]}"
2025-06,674,30-67218048-8,LOS SAUCES S.R.L.,Avenida Ballofet 1810,SAN RAFAEL,MENDOZA,CUYO,19,Gas Oil Grado 2,2,Diurno,1389.0,2025-06-21 09:45:00,4,SHELL C.A.P.S.A.,-34.62833,-68.358315,"{""type"":""Point"",""coordinates"":[-68.358315,-34.62833]}"
2025-08,2884,33-68762353-9,ESER S.A.,AV. GAUSS 5509,CORDOBA,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1443.0,2025-08-12 14:00:00,4,SHELL C.A.P.S.A.,-31.35852,-64.25194,"{""type"":""Point"",""coordinates"":[-64.25194,-31.35852]}"
2025-07,1081,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,AV. GENERAL ROCA S/N,PUERTO PIRAMIDE,CHUBUT,PATAGONIA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1199.0,2025-07-20 00:00:00,2,YPF,-42.57166,-64.28211,"{""type"":""Point"",""coordinates"":[-64.28211,-42.57166]}"
2025-06,7993,33-71211341-9,NUEVO MADERO SRL,RUTA 5 KM 383,FRANCISCO MADERO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1455.0,2025-06-01 00:00:00,2,YPF,-35.85885,-62.06615,"{""type"":""Point"",""coordinates"":[-62.06615,-35.85885]}"
2025-06,10092,30-71547965-2,MUCHAY S.R.L.,"RUTA NAC 38 KM 575,3 Y AV BICENTENARIO",S.F.V. DE CATAMARCA,CATAMARCA,,19,Gas Oil Grado 2,3,Nocturno,1281.0,2025-06-01 00:00:00,2,YPF,-28.509079,-65.784583,"{""type"":""Point"",""coordinates"":[-65.784583,-28.509079]}"
2025-11,4682,30-70862435-3,FLUMAT S.R.L.,SALTA 893,LANUS,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1577.0,2025-11-03 12:59:00,4,SHELL C.A.P.S.A.,-34.70227,-58.37631,"{""type"":""Point"",""coordinates"":[-58.37631,-34.70227]}"
2025-06,4460,30-54171558-0,ESTACION DE SERVICIOS AVALOS S.A.,AV.DE LOS INCAS 4801,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1191.0,2025-06-01 00:00:00,2,YPF,-34.58389,-58.47823,"{""type"":""Point"",""coordinates"":[-58.47823,-34.58389]}"
2025-06,1163,30-68973719-2,SERVIOESTE S.A.,MAESTRO VIDAL 1092,CORDOBA,CORDOBA,CENTRO,21,Gas Oil Grado 3,2,Diurno,1427.0,2025-06-01 09:45:00,28,PUMA,-31.41863,-64.2273,"{""type"":""Point"",""coordinates"":[-64.2273,-31.41863]}"
2025-07,5981,30-70781970-3,MASETTO HERMANOS,Rivadavia 400,MAIPU,MENDOZA,CUYO,6,GNC,2,Diurno,499.0,2025-07-30 17:20:00,2,YPF,-32.979615,-68.796429,"{""type"":""Point"",""coordinates"":[-68.796429,-32.979615]}"
2025-06,1087,30-67877449-5,OPESSA,BV PELLEGRINI 2550,SANTA FE,SANTA FE,CENTRO,3,Nafta (premium) de más de 95 Ron,2,Diurno,1454.0,2025-06-01 00:00:00,2,YPF,-31.63544,-60.70268,"{""type"":""Point"",""coordinates"":[-60.70268,-31.63544]}"
2025-06,9908,30-66453417-3,SAN JOAQUIN SA,AV JUAN MANUEL DE ROSAS 19807,VIRREY DEL PINO,BUENOS AIRES,,6,GNC,3,Nocturno,609.0,2025-06-06 17:46:00,4,SHELL C.A.P.S.A.,-34.81081,-58.63718,"{""type"":""Point"",""coordinates"":[-58.63718,-34.81081]}"
2025-06,8125,30-71173101-2,GASMER SA,Alsina Nº 820,BANFIELD,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1248.0,2025-06-01 00:00:00,2,YPF,-34.74599,-58.39331,"{""type"":""Point"",""coordinates"":[-58.39331,-34.74599]}"
2025-06,8288,30-71407378-4,SCARPECCI ANA PAULA Y SCARPECCI GABRIEL SOCIEDAD DE HECHO,INTENDENTE COSTANTINI 342 BIS,ARROYO SECO,SANTA FE,CENTRO,21,Gas Oil Grado 3,2,Diurno,1599.0,2025-06-27 19:47:00,1,BLANCA,-33.154683,-60.503595,"{""type"":""Point"",""coordinates"":[-60.503595,-33.154683]}"
2025-06,3716,20-04677714-0,"PETACCIO, ROBERTO LUIS",RUTA 8 KM. 206,URQUIZA,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1420.0,2025-06-01 00:00:00,2,YPF,-33.92693,-60.38065,"{""type"":""Point"",""coordinates"":[-60.38065,-33.92693]}"
2025-08,3295,30-69065826-3,GEMINIS SA,AV. HIPOLITO YRIGOYEN 631,SALTA,SALTA,NOA,6,GNC,3,Nocturno,751.9,2025-08-01 10:40:00,1,BLANCA,-24.797719,-65.397796,"{""type"":""Point"",""coordinates"":[-65.397796,-24.797719]}"
2025-07,4812,30-70868888-2,CRISTINA ISABELLI DE MARTINEZ E HIJOS S.H,juramento 3411,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,1225.0,2025-07-03 14:41:00,6,DAPSA S.A.,-34.56813,-58.46634,"{""type"":""Point"",""coordinates"":[-58.46634,-34.56813]}"
2025-06,7906,30-70903081-3,PLATAFORMA URBANA SRL,ACCESO RUTA PROVINCIAL 78 KM 1,MONTE HERMOSO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1420.0,2025-06-01 00:00:00,2,YPF,-38.97408,-61.289401,"{""type"":""Point"",""coordinates"":[-61.289401,-38.97408]}"
2025-06,1798,30-69199637-5,BELVEDERE SA,RUTA 3 KM 1845,COMODORO RIVADAVIA,CHUBUT,PATAGONIA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1011.0,2025-06-01 00:00:00,2,YPF,-45.88666,-67.52219,"{""type"":""Point"",""coordinates"":[-67.52219,-45.88666]}"
2025-06,9449,30-70856557-8,ARBIZU Y PAGELLA S.R.L.,RUTA NACIONAL N° 3 KM 810.5,JUAN A PRADERE ,BUENOS AIRES,,19,Gas Oil Grado 2,3,Nocturno,1293.0,2025-06-02 14:30:00,26,AXION,-39.536675,-62.679427,"{""type"":""Point"",""coordinates"":[-62.679427,-39.536675]}"
2025-09,9846,33-56965126-9,LUBRICANTES SAN LORENZO SRL,BV. URQUIZA Y MANDOLINI,SAN LORENZO,SANTA FE,,19,Gas Oil Grado 2,2,Diurno,1628.0,2025-09-25 13:10:00,26,AXION,-32.747483,-60.75587,"{""type"":""Point"",""coordinates"":[-60.75587,-32.747483]}"
2025-07,806,30-50014329-7,AUTOMOVIL CLUB ARGENTINO,RUTA 9 KM 44,ING. MASCHWITZ,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1509.0,2025-07-20 00:00:00,2,YPF,-34.38209,-58.75149,"{""type"":""Point"",""coordinates"":[-58.75149,-34.38209]}"
2025-07,3333,30-66466028-4,BONIFACIO SRL,ACC. RUTA PROV. 65 Y RUTA PROV. 86,DAIREAUX,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1395.0,2025-07-25 10:28:00,28,PUMA,-36.56653,-61.75135,"{""type"":""Point"",""coordinates"":[-61.75135,-36.56653]}"
2025-06,1955,30-66562887-2,ROJAS GNC S.R.L.,AVDA HELGUERA 250,ROJAS,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,1580.0,2025-06-23 15:21:00,1,BLANCA,-34.20565,-60.727,"{""type"":""Point"",""coordinates"":[-60.727,-34.20565]}"
2025-08,8492,33-71000382-9,AGRO-SERVICIOS GAL - SEI S.R.L.,RUTA NAC. 95 KM 997.5,CNEL. DUGRATY,CHACO,NEA,21,Gas Oil Grado 3,3,Nocturno,1677.0,2025-08-15 11:00:00,30,VOY,-27.682159,-60.889634,"{""type"":""Point"",""coordinates"":[-60.889634,-27.682159]}"
2025-09,10080,30-69735235-6,ENERQUEN SA,juan domingo peron km 1,SAN MANUEL,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,1861.0,2025-09-12 09:04:00,4,SHELL C.A.P.S.A.,-37.787764,-58.835055,"{""type"":""Point"",""coordinates"":[-58.835055,-37.787764]}"
2025-06,1427,20-21626062-8,LUIS IVAN CASALE,RUTA 7 KM 730,VILLA MERCEDES,SAN LUIS,CUYO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1237.0,2025-06-01 00:00:00,2,YPF,-33.50103,-65.78793,"{""type"":""Point"",""coordinates"":[-65.78793,-33.50103]}"
2025-02,4093,30-69427178-9,DEL VALLE G.N.C. S.R.L.,MITRE 1370,SAN LUIS,SAN LUIS,CUYO,6,GNC,3,Nocturno,727.0,2025-02-03 21:21:00,1,BLANCA,-33.293895,-66.343068,"{""type"":""Point"",""coordinates"":[-66.343068,-33.293895]}"
